smiles,temp,density
CCC(C)C(CC)C(C)C,125,652.161866
CCC(C)C(CC)C(C)C,150,630.24489
CCC(C)C(CC)C(C)C,175,4.02164412
CCC(C)C(CC)C(C)C,200,3.78793743
CCC(C)C(CC)C(C)C,225,3.58150373
CCC(C)C(CC)C(C)C,250,3.39758158
CCC(C)C(CC)C(C)C,275,3.2325038
CCC(C)C(CC)C(C)C,300,3.08339014
CCC(C)C(CC)C(C)C,325,2.94794044
CCC(C)C(CC)C(C)C,350,2.82429129
CCC(C)C(CC)C(C)C,375,2.71091418
CCC(C)C(CC)C(C)C,400,2.60654154
CCC(C)C(CC)C(C)C,425,2.51011182
CCC(C)C(CC)C(C)C,450,2.42072834
CCC(C)C(CC)C(C)C,475,2.33762774
CCC(C)C(CC)C(C)C,500,2.26015558
CCCC(C)(CC)C(C)C,25,725.479918
CCCC(C)(CC)C(C)C,50,707.162103
CCCC(C)(CC)C(C)C,75,688.161061
CCCC(C)(CC)C(C)C,100,668.36626
CCCC(C)(CC)C(C)C,125,647.635109
CCCC(C)(CC)C(C)C,150,625.778429
CCCC(C)(CC)C(C)C,175,4.00809192
CCCC(C)(CC)C(C)C,200,3.77706591
CCCC(C)(CC)C(C)C,225,3.5726647
CCCC(C)(CC)C(C)C,250,3.39031159
CCCC(C)(CC)C(C)C,275,3.22646393
CCCC(C)(CC)C(C)C,300,3.0783277
CCCC(C)(CC)C(C)C,325,2.94366389
CCCC(C)(CC)C(C)C,350,2.82065325
CCCC(C)(CC)C(C)C,375,2.70779985
CCCC(C)(CC)C(C)C,400,2.60386034
CCCC(C)(CC)C(C)C,425,2.5077916
CCCC(C)(CC)C(C)C,450,2.41871106
CCCC(C)(CC)C(C)C,475,2.33586633
CCCC(C)(CC)C(C)C,500,2.25861153
CCC(C)(C(C)C)C(C)C,25,763.862666
CCC(C)(C(C)C)C(C)C,50,745.729743
CCC(C)(C(C)C)C(C)C,75,727.009138
CCC(C)(C(C)C)C(C)C,100,707.61643
CCC(C)(C(C)C)C(C)C,125,687.445783
CCC(C)(C(C)C)C(C)C,150,666.361603
CCC(C)(C(C)C)C(C)C,175,4.02604805
CCC(C)(C(C)C)C(C)C,200,3.79155944
CCC(C)(C(C)C)C(C)C,225,3.58452551
CCC(C)(C(C)C)C(C)C,250,3.40013381
CCC(C)(C(C)C)C(C)C,275,3.23468267
CCC(C)(C(C)C)C(C)C,300,3.08526792
CCC(C)(C(C)C)C(C)C,325,2.94957237
CCC(C)(C(C)C)C(C)C,350,2.82572027
CCC(C)(C(C)C)C(C)C,375,2.71217395
CCC(C)(C(C)C)C(C)C,400,2.60765898
CCC(C)(C(C)C)C(C)C,425,2.51110858
CCC(C)(C(C)C)C(C)C,450,2.42162201
CCC(C)(C(C)C)C(C)C,475,2.33843278
CCC(C)(C(C)C)C(C)C,500,2.26088392
CCCC(CC)C(C)(C)C,25,728.975189
CCCC(CC)C(C)(C)C,50,710.107131
CCCC(CC)C(C)(C)C,75,690.55699
CCCC(CC)C(C)(C)C,100,670.215165
CCCC(CC)C(C)(C)C,125,648.940561
CCCC(CC)C(C)(C)C,150,626.546482
CCCC(CC)C(C)(C)C,175,4.01991173
CCCC(CC)C(C)(C)C,200,3.78652622
CCCC(CC)C(C)(C)C,225,3.58033778
CCCC(CC)C(C)(C)C,250,3.39660644
CCCC(CC)C(C)(C)C,275,3.2316795
CCCC(CC)C(C)(C)C,300,3.08268676
CCCC(CC)C(C)(C)C,325,2.94733517
CCCC(CC)C(C)(C)C,350,2.82376653
CCCC(CC)C(C)(C)C,375,2.7104561
CCCC(CC)C(C)(C)C,400,2.60613919
CCCC(CC)C(C)(C)C,425,2.50975642
CCCC(CC)C(C)(C)C,450,2.42041277
CCCC(CC)C(C)(C)C,475,2.3373462
CCCC(CC)C(C)(C)C,500,2.25990328
CCC(C(C)C)C(C)(C)C,25,752.111116
CCC(C(C)C)C(C)(C)C,50,732.985783
CCC(C(C)C)C(C)(C)C,75,713.191715
CCC(C(C)C)C(C)(C)C,100,692.624603
CCC(C(C)C)C(C)(C)C,125,671.151162
CCC(C(C)C)C(C)(C)C,150,648.59662
CCC(C(C)C)C(C)(C)C,175,4.02053249
CCC(C(C)C)C(C)(C)C,200,3.78705679
CCC(C(C)C)C(C)(C)C,225,3.58079702
CCC(C(C)C)C(C)(C)C,250,3.39700823
CCC(C(C)C)C(C)(C)C,275,3.23203427
CCC(C(C)C)C(C)(C)C,300,3.08300252
CCC(C(C)C)C(C)(C)C,325,2.94761819
CCC(C(C)C)C(C)(C)C,350,2.82402176
CCC(C(C)C)C(C)(C)C,375,2.71068756
CCC(C(C)C)C(C)(C)C,400,2.60635012
CCC(C(C)C)C(C)(C)C,425,2.50994949
CCC(C(C)C)C(C)(C)C,450,2.42059021
CCC(C(C)C)C(C)(C)C,475,2.33750988
CCC(C(C)C)C(C)(C)C,500,2.26005477
CCCC(C)CC(C)(C)C,25,710.90359
CCCC(C)CC(C)(C)C,50,692.061845
CCCC(C)CC(C)(C)C,75,672.504322
CCCC(C)CC(C)(C)C,100,652.110918
CCCC(C)CC(C)(C)C,125,630.725281
CCCC(C)CC(C)(C)C,150,4.28086783
CCCC(C)CC(C)(C)C,175,4.01519498
CCCC(C)CC(C)(C)C,200,3.78270748
CCCC(C)CC(C)(C)C,225,3.57720278
CCCC(C)CC(C)(C)C,250,3.3940017
CCCC(C)CC(C)(C)C,275,3.22949253
CCCC(C)CC(C)(C)C,300,3.08083348
CCCC(C)CC(C)(C)C,325,2.94575167
CCCC(C)CC(C)(C)C,350,2.82240347
CCCC(C)CC(C)(C)C,375,2.70927493
CCCC(C)CC(C)(C)C,400,2.60510938
CCCC(C)CC(C)(C)C,425,2.50885357
CCCC(C)CC(C)(C)C,450,2.41961718
CCCC(C)CC(C)(C)C,475,2.33664182
CCCC(C)CC(C)(C)C,500,2.25927693
CC(C)C(C)CC(C)(C)C,25,709.702155
CC(C)C(C)CC(C)(C)C,50,691.171747
CC(C)C(C)CC(C)(C)C,75,671.934729
CC(C)C(C)CC(C)(C)C,100,651.87317
CC(C)C(C)CC(C)(C)C,125,630.833734
CC(C)C(C)CC(C)(C)C,150,4.27649954
CC(C)C(C)CC(C)(C)C,175,4.01176359
CC(C)C(C)CC(C)(C)C,200,3.77996992
CC(C)C(C)CC(C)(C)C,225,3.57499
CC(C)C(C)CC(C)(C)C,250,3.39219296
CC(C)C(C)CC(C)(C)C,275,3.22799966
CC(C)C(C)CC(C)(C)C,300,3.07959083
CC(C)C(C)CC(C)(C)C,325,2.94470958
CC(C)C(C)CC(C)(C)C,350,2.8215238
CC(C)C(C)CC(C)(C)C,375,2.70852799
CC(C)C(C)CC(C)(C)C,400,2.60447182
CC(C)C(C)CC(C)(C)C,425,2.50830682
CC(C)C(C)CC(C)(C)C,450,2.41914634
CC(C)C(C)CC(C)(C)C,475,2.33623483
CC(C)C(C)CC(C)(C)C,500,2.25892395
CCC(C)C(C)(CC)CC,25,725.84787
CCC(C)C(C)(CC)CC,50,707.848581
CCC(C)C(C)(CC)CC,75,689.200936
CCC(C)C(C)(CC)CC,100,669.803271
CCC(C)C(C)(CC)CC,125,649.525449
CCC(C)C(C)(CC)CC,150,628.196476
CCC(C)C(C)(CC)CC,175,4.01365545
CCC(C)C(C)(CC)CC,200,3.78155123
CCC(C)C(C)(CC)CC,225,3.57632994
CCC(C)C(C)(CC)CC,250,3.3933418
CCC(C)C(C)(CC)CC,275,3.22899477
CCC(C)C(C)(CC)CC,300,3.08046055
CCC(C)C(C)(CC)CC,325,2.94547576
CCC(C)C(C)(CC)CC,350,2.82220357
CCC(C)C(C)(CC)CC,375,2.70913494
CCC(C)C(C)(CC)CC,400,2.60501688
CCC(C)C(C)(CC)CC,425,2.50879884
CCC(C)C(C)(CC)CC,450,2.41959261
CCC(C)C(C)(CC)CC,475,2.33664136
CCC(C)C(C)(CC)CC,500,2.25929575
CCC(C)(C)CC(C)(C)C,25,716.23618
CCC(C)(C)CC(C)(C)C,50,697.797524
CCC(C)(C)CC(C)(C)C,75,678.664966
CCC(C)(C)CC(C)(C)C,100,658.724488
CCC(C)(C)CC(C)(C)C,125,637.828434
CCC(C)(C)CC(C)(C)C,150,4.27573576
CCC(C)(C)CC(C)(C)C,175,4.01118222
CCC(C)(C)CC(C)(C)C,200,3.77952195
CCC(C)(C)CC(C)(C)C,225,3.57464153
CCC(C)(C)CC(C)(C)C,250,3.39191997
CCC(C)(C)CC(C)(C)C,275,3.22778474
CCC(C)(C)CC(C)(C)C,300,3.07942113
CCC(C)(C)CC(C)(C)C,325,2.94457545
CCC(C)(C)CC(C)(C)C,350,2.82141791
CCC(C)(C)CC(C)(C)C,375,2.7084447
CCC(C)(C)CC(C)(C)C,400,2.60440673
CCC(C)(C)CC(C)(C)C,425,2.50825648
CCC(C)(C)CC(C)(C)C,450,2.41910801
CCC(C)(C)CC(C)(C)C,475,2.33620633
CCC(C)(C)CC(C)(C)C,500,2.25890351
CC(C(C)(C)C)C(C)(C)C,25,773.800467
CC(C(C)(C)C)C(C)(C)C,50,754.484272
CC(C(C)(C)C)C(C)(C)C,75,734.524803
CC(C(C)(C)C)C(C)(C)C,100,713.825581
CC(C(C)(C)C)C(C)(C)C,125,692.264494
CC(C(C)(C)C)C(C)(C)C,150,669.683272
CC(C(C)(C)C)C(C)(C)C,175,4.02582962
CC(C(C)(C)C)C(C)(C)C,200,3.79133536
CC(C(C)(C)C)C(C)(C)C,225,3.58430165
CC(C(C)(C)C)C(C)(C)C,250,3.39991376
CC(C(C)(C)C)C(C)(C)C,275,3.23446861
CC(C(C)(C)C)C(C)(C)C,300,3.0850611
CC(C(C)(C)C)C(C)(C)C,325,2.94937345
CC(C(C)(C)C)C(C)(C)C,350,2.82552952
CC(C(C)(C)C)C(C)(C)C,375,2.71199143
CC(C(C)(C)C)C(C)(C)C,400,2.6074845
CC(C(C)(C)C)C(C)(C)C,425,2.51094192
CC(C(C)(C)C)C(C)(C)C,450,2.42146289
CC(C(C)(C)C)C(C)(C)C,475,2.33828086
CC(C(C)(C)C)C(C)(C)C,500,2.26073885
CC(C)C(C)(C)C(C)(C)C,25,764.552345
CC(C)C(C)(C)C(C)(C)C,50,746.490237
CC(C)C(C)(C)C(C)(C)C,75,727.839175
CC(C)C(C)(C)C(C)(C)C,100,708.514458
CC(C)C(C)(C)C(C)(C)C,125,688.409867
CC(C)C(C)(C)C(C)(C)C,150,667.389259
CC(C)C(C)(C)C(C)(C)C,175,4.02326647
CC(C)C(C)(C)C(C)(C)C,200,3.78933464
CC(C)C(C)(C)C(C)(C)C,225,3.58272164
CC(C)C(C)(C)C(C)(C)C,250,3.39865405
CC(C)C(C)(C)C(C)(C)C,275,3.23345644
CC(C)C(C)(C)C(C)(C)C,300,3.08424272
CC(C)C(C)(C)C(C)(C)C,325,2.94870851
CC(C)C(C)(C)C(C)(C)C,350,2.82498725
CC(C)C(C)(C)C(C)(C)C,375,2.71154806
CC(C)C(C)(C)C(C)(C)C,400,2.60712156
CC(C)C(C)(C)C(C)(C)C,425,2.51064475
CC(C)C(C)(C)C(C)(C)C,450,2.42121987
CC(C)C(C)(C)C(C)(C)C,475,2.33808264
CC(C)C(C)(C)C(C)(C)C,500,2.26057789
CCCCC(C)C(C)(C)C,25,736.02738
CCCCC(C)C(C)(C)C,50,717.307661
CCCCC(C)C(C)(C)C,75,697.938633
CCCCC(C)C(C)(C)C,100,677.819503
CCCCC(C)C(C)(C)C,125,656.821628
CCCCC(C)C(C)(C)C,150,634.776582
CCCCC(C)C(C)(C)C,175,4.02638565
CCCCC(C)C(C)(C)C,200,3.79173797
CCCCC(C)C(C)(C)C,225,3.58459215
CCCCC(C)C(C)(C)C,250,3.40012107
CCCCC(C)C(C)(C)C,275,3.23461341
CCCCC(C)C(C)(C)C,300,3.08515846
CCCCC(C)C(C)(C)C,325,2.94943453
CCCCC(C)C(C)(C)C,350,2.82556268
CCCCC(C)C(C)(C)C,375,2.71200301
CCCCC(C)C(C)(C)C,400,2.60747937
CCCCC(C)C(C)(C)C,425,2.51092383
CCCCC(C)C(C)(C)C,450,2.42143478
CCCCC(C)C(C)(C)C,475,2.33824501
CCCCC(C)C(C)(C)C,500,2.26069708
CCCCC(C)(C)C(C)(C)C,25,740.022447
CCCCC(C)(C)C(C)(C)C,50,722.632247
CCCCC(C)(C)C(C)(C)C,75,704.675507
CCCCC(C)(C)C(C)(C)C,100,686.07102
CCCCC(C)(C)C(C)(C)C,125,666.717017
CCCCC(C)(C)C(C)(C)C,150,646.483168
CCCCC(C)(C)C(C)(C)C,175,625.198125
CCCCC(C)(C)C(C)(C)C,200,4.18196404
CCCCC(C)(C)C(C)(C)C,225,3.9513496
CCCCC(C)(C)C(C)(C)C,250,3.7463445
CCCCC(C)(C)C(C)(C)C,275,3.56268141
CCCCC(C)(C)C(C)(C)C,300,3.39703185
CCCCC(C)(C)C(C)(C)C,325,3.24675303
CCCCC(C)(C)C(C)(C)C,350,3.10971441
CCCCC(C)(C)C(C)(C)C,375,2.98417558
CCCCC(C)(C)C(C)(C)C,400,2.86869834
CCCCC(C)(C)C(C)(C)C,425,2.76208199
CCCCC(C)(C)C(C)(C)C,450,2.66331509
CCCCC(C)(C)C(C)(C)C,475,2.57153852
CCCCC(C)(C)C(C)(C)C,500,2.48601728
CCCC(C)(CC)CC(C)C,25,2.48601728
CCCC(C)(CC)CC(C)C,50,2.48601728
CCCC(C)(CC)CC(C)C,75,2.48601728
CCCC(C)(CC)CC(C)C,100,2.48601728
CCCC(C)(CC)CC(C)C,125,2.48601728
CCCC(C)(CC)CC(C)C,150,2.48601728
CCCC(C)(CC)CC(C)C,175,2.48601728
CCCC(C)(CC)CC(C)C,200,2.48601728
CCCC(C)(CC)CC(C)C,225,2.48601728
CCCC(C)(CC)CC(C)C,250,2.48601728
CCCC(C)(CC)CC(C)C,275,2.48601728
CCCC(C)(CC)CC(C)C,300,2.48601728
CCCC(C)(CC)CC(C)C,325,2.48601728
CCCC(C)(CC)CC(C)C,350,2.48601728
CCCC(C)(CC)CC(C)C,375,2.48601728
CCCC(C)(CC)CC(C)C,400,2.48601728
CCCC(C)(CC)CC(C)C,425,2.48601728
CCCC(C)(CC)CC(C)C,450,2.48601728
CCCC(C)(CC)CC(C)C,475,2.48601728
CCCC(C)(CC)CC(C)C,500,2.48601728
CC(C)CCCC(C)C(C)C,25,2.48601728
CC(C)CCCC(C)C(C)C,50,2.48601728
CC(C)CCCC(C)C(C)C,75,2.48601728
CC(C)CCCC(C)C(C)C,100,2.48601728
CC(C)CCCC(C)C(C)C,125,2.48601728
CC(C)CCCC(C)C(C)C,150,2.48601728
CC(C)CCCC(C)C(C)C,175,2.48601728
CC(C)CCCC(C)C(C)C,200,2.48601728
CC(C)CCCC(C)C(C)C,225,2.48601728
CC(C)CCCC(C)C(C)C,250,2.48601728
CC(C)CCCC(C)C(C)C,275,2.48601728
CC(C)CCCC(C)C(C)C,300,2.48601728
CC(C)CCCC(C)C(C)C,325,2.48601728
CC(C)CCCC(C)C(C)C,350,2.48601728
CC(C)CCCC(C)C(C)C,375,2.48601728
CC(C)CCCC(C)C(C)C,400,2.48601728
CC(C)CCCC(C)C(C)C,425,2.48601728
CC(C)CCCC(C)C(C)C,450,2.48601728
CC(C)CCCC(C)C(C)C,475,2.48601728
CC(C)CCCC(C)C(C)C,500,2.48601728
CC(C)CC(C)(C)CC(C)C,25,709.952361
CC(C)CC(C)(C)CC(C)C,50,692.136132
CC(C)CC(C)(C)CC(C)C,75,673.68087
CC(C)CC(C)(C)CC(C)C,100,654.486022
CC(C)CC(C)(C)CC(C)C,125,634.422791
CC(C)CC(C)(C)CC(C)C,150,613.321784
CC(C)CC(C)(C)CC(C)C,175,4.43454715
CC(C)CC(C)(C)CC(C)C,200,4.1744766
CC(C)CC(C)(C)CC(C)C,225,3.94518418
CC(C)CC(C)(C)CC(C)C,250,3.74120304
CC(C)CC(C)(C)CC(C)C,275,3.55834641
CC(C)CC(C)(C)CC(C)C,300,3.39334128
CC(C)CC(C)(C)CC(C)C,325,3.24358396
CC(C)CC(C)(C)CC(C)C,350,3.10697213
CC(C)CC(C)(C)CC(C)C,375,2.98178609
CC(C)CC(C)(C)CC(C)C,400,2.86660306
CC(C)CC(C)(C)CC(C)C,425,2.76023417
CC(C)CC(C)(C)CC(C)C,450,2.66167688
CC(C)CC(C)(C)CC(C)C,475,2.57007909
CC(C)CC(C)(C)CC(C)C,500,2.48471127
CC(C)CC(C)(C)C(C)(C)C,25,729.892834
CC(C)CC(C)(C)C(C)(C)C,50,712.628465
CC(C)CC(C)(C)C(C)(C)C,75,694.784588
CC(C)CC(C)(C)C(C)(C)C,100,676.276315
CC(C)CC(C)(C)C(C)(C)C,125,656.996733
CC(C)CC(C)(C)C(C)(C)C,150,636.808088
CC(C)CC(C)(C)C(C)(C)C,175,4.43772629
CC(C)CC(C)(C)C(C)(C)C,200,4.17711133
CC(C)CC(C)(C)C(C)(C)C,225,3.94739989
CC(C)CC(C)(C)C(C)(C)C,250,3.74308978
CC(C)CC(C)(C)C(C)(C)C,275,3.55997049
CC(C)CC(C)(C)C(C)(C)C,300,3.39475255
CC(C)CC(C)(C)C(C)(C)C,325,3.24482061
CC(C)CC(C)(C)C(C)(C)C,350,3.10806386
CC(C)CC(C)(C)C(C)(C)C,375,2.98275633
CC(C)CC(C)(C)C(C)(C)C,400,2.86747055
CC(C)CC(C)(C)C(C)(C)C,425,2.76101403
CC(C)CC(C)(C)C(C)(C)C,450,2.66238145
CC(C)CC(C)(C)C(C)(C)C,475,2.57071854
CC(C)CC(C)(C)C(C)(C)C,500,2.48529406
CCCCC(C)(C)CC(C)C,25,714.43887
CCCCC(C)(C)CC(C)C,50,696.721989
CCCCC(C)(C)CC(C)C,75,678.389357
CCCCC(C)(C)CC(C)C,100,659.346545
CCCCC(C)(C)CC(C)C,125,639.473356
CCCCC(C)(C)CC(C)C,150,618.612928
CCCCC(C)(C)CC(C)C,175,4.44119913
CCCCC(C)(C)CC(C)C,200,4.17981408
CCCCC(C)(C)CC(C)C,225,3.94952898
CCCCC(C)(C)CC(C)C,250,3.74478357
CCCCC(C)(C)CC(C)C,275,3.56132878
CCCCC(C)(C)CC(C)C,300,3.39584878
CCCCC(C)(C)CC(C)C,325,3.24570978
CCCCC(C)(C)CC(C)C,350,3.10878775
CCCCC(C)(C)CC(C)C,375,2.98334715
CCCCC(C)(C)CC(C)C,400,2.86795339
CCCCC(C)(C)CC(C)C,425,2.76140858
CCCCC(C)(C)CC(C)C,450,2.66270344
CCCCC(C)(C)CC(C)C,475,2.57098055
CCCCC(C)(C)CC(C)C,500,2.48550623
CCC(C)(C)CCC(C)(C)C,25,720.21532
CCC(C)(C)CCC(C)(C)C,50,702.300948
CCC(C)(C)CCC(C)(C)C,75,683.754224
CCC(C)(C)CCC(C)(C)C,100,664.477084
CCC(C)(C)CCC(C)(C)C,125,644.344361
CCC(C)(C)CCC(C)(C)C,150,623.192157
CCC(C)(C)CCC(C)(C)C,175,4.43498728
CCC(C)(C)CCC(C)(C)C,200,4.17484797
CCC(C)(C)CCC(C)(C)C,225,3.94550192
CCC(C)(C)CCC(C)(C)C,250,3.7414781
CCC(C)(C)CCC(C)(C)C,275,3.55858695
CCC(C)(C)CCC(C)(C)C,300,3.39355347
CCC(C)(C)CCC(C)(C)C,325,3.2437726
CCC(C)(C)CCC(C)(C)C,350,3.10714097
CCC(C)(C)CCC(C)(C)C,375,2.98193813
CCC(C)(C)CCC(C)(C)C,400,2.86674072
CCC(C)(C)CCC(C)(C)C,425,2.76035942
CCC(C)(C)CCC(C)(C)C,450,2.66179134
CCC(C)(C)CCC(C)(C)C,475,2.57018411
CCC(C)(C)CCC(C)(C)C,500,2.484808
CCCC(C)(CC)CC(C)C,25,686.024863
CCCC(C)(CC)CC(C)C,50,669.396202
CCCC(C)(CC)CC(C)C,75,652.169023
CCCC(C)(CC)CC(C)C,100,634.250596
CCCC(C)(CC)CC(C)C,125,615.522544
CCCC(C)(CC)CC(C)C,150,595.829846
CCCC(C)(CC)CC(C)C,175,4.43225307
CCCC(C)(CC)CC(C)C,200,4.17266801
CCCC(C)(CC)CC(C)C,225,3.9437395
CCCC(C)(CC)CC(C)C,250,3.74003624
CCCC(C)(CC)CC(C)C,275,3.55739519
CCCC(C)(CC)CC(C)C,300,3.39255959
CCCC(C)(CC)CC(C)C,325,3.24293718
CCCC(C)(CC)CC(C)C,350,3.10643383
CCCC(C)(CC)CC(C)C,375,2.98133583
CCCC(C)(CC)CC(C)C,400,2.86622484
CCCC(C)(CC)CC(C)C,425,2.75991534
CCCC(C)(CC)CC(C)C,450,2.66140732
CCCC(C)(CC)CC(C)C,475,2.56985067
CCCC(C)(CC)CC(C)C,500,2.48451739
CC(C)CCC(C)CC(C)C,25,718.952665
CC(C)CCC(C)CC(C)C,50,700.446788
CC(C)CCC(C)CC(C)C,75,681.287816
CC(C)CCC(C)CC(C)C,100,661.372641
CC(C)CCC(C)CC(C)C,125,640.569123
CC(C)CCC(C)CC(C)C,150,618.70338
CC(C)CCC(C)CC(C)C,175,4.44353943
CC(C)CCC(C)CC(C)C,200,4.18163617
CC(C)CCC(C)CC(C)C,225,3.95096517
CC(C)CCC(C)CC(C)C,250,3.74592699
CC(C)CCC(C)CC(C)C,275,3.56224657
CC(C)CCC(C)CC(C)C,300,3.39659032
CC(C)CCC(C)CC(C)C,325,3.24631204
CC(C)CCC(C)CC(C)C,350,3.10927882
CC(C)CCC(C)CC(C)C,375,2.98374865
CC(C)CCC(C)CC(C)C,400,2.86828218
CC(C)CCC(C)CC(C)C,425,2.76167792
CC(C)CCC(C)CC(C)C,450,2.66292388
CC(C)CCC(C)CC(C)C,475,2.57116054
CC(C)CCC(C)CC(C)C,500,2.4856526
CCC(C)C(C)(C)CC,25,709.907959
CCC(C)C(C)(C)CC,50,691.157488
CCC(C)C(C)(C)CC,75,671.664381
CCC(C)C(C)(C)CC,100,651.300899
CCC(C)C(C)(C)CC,125,629.89961
CCC(C)C(C)(C)CC,150,3.83044068
CCC(C)C(C)(C)CC,175,3.59693806
CCC(C)C(C)(C)CC,200,3.39181851
CCC(C)C(C)(C)CC,225,3.2099514
CCC(C)C(C)(C)CC,250,3.04742137
CCC(C)C(C)(C)CC,275,2.90117769
CCC(C)C(C)(C)CC,300,2.76880119
CCC(C)C(C)(C)CC,325,2.64834428
CCC(C)C(C)(C)CC,350,2.53821854
CCC(C)C(C)(C)CC,375,2.43711334
CCC(C)C(C)(C)CC,400,2.34393632
CCC(C)C(C)(C)CC,425,2.25776879
CCC(C)C(C)(C)CC,450,2.1778318
CCC(C)C(C)(C)CC,475,2.10346
CCC(C)C(C)(C)CC,500,2.03408133
CCC(C)CC(C)(C)C,25,712.70325
CCC(C)CC(C)(C)C,50,692.344902
CCC(C)CC(C)(C)C,75,671.126356
CCC(C)CC(C)(C)C,100,648.887019
